scenario,agent,runs,episodes,all_win_pct,all_win_pct_run_mean,all_win_pct_run_sd,all_steps_mean,all_steps_sd,bepr_successful_runs,bepr_win_pct_over_runs,bepr_steps_mean,bepr_steps_sd,bepr_steps_mean_successful_runs,bepr_steps_sd_successful_runs,min_success_steps
full,Genetic Agent,30,75000,22.550666666666665,22.550666666666668,0.6845433077825576,92.17506666666667,17.878217288204873,30,100.0,9.3,1.8964576779190014,9.3,1.8964576779190014,6
full,Random Agent,30,75000,12.793333333333335,12.793333333333333,0.45414059294553216,95.99234666666666,12.8397136339992,30,100.0,14.033333333333333,3.388452330401344,14.033333333333333,3.388452330401344,8
full,GPT-4o Agent,30,75000,21.964,21.964,0.8560599398930282,89.65061333333334,22.640901419688443,30,100.0,5.833333333333333,1.0531834608931392,5.833333333333333,1.0531834608931392,5
full,Expert Defined (GPT o3-mini),30,75000,11.073333333333334,11.073333333333334,0.7169347266654412,94.07104,19.061860998137863,30,100.0,5.233333333333333,0.4301830671520763,5.233333333333333,0.4301830671520763,5
